area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Total,Census Place,4565410,Sharon,"Sharon, SC",257,B,Fiber,0.124513619,0.124513619,0.124513619,0.124513619,0.124513619,0.124513619
Total,Census Place,4565410,Sharon,"Sharon, SC",257,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4565410,Sharon,"Sharon, SC",257,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,4565410,Sharon,"Sharon, SC",257,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,4565410,Sharon,"Sharon, SC",257,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,4565410,Sharon,"Sharon, SC",257,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4565410,Sharon,"Sharon, SC",257,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4565410,Sharon,"Sharon, SC",257,R,All Fixed Wireless,0.003891051,0,0,0,0.000000000,0
Total,Census Place,4565410,Sharon,"Sharon, SC",257,B,All Fixed Wireless,0.264591440,0.260700389,0.260700389,0,0,0
Total,Census Place,4565410,Sharon,"Sharon, SC",257,R,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Total,Census Place,4565410,Sharon,"Sharon, SC",257,B,Unlicensed Fixed Wireless,0,0,0,0.000000000,0,0
Total,Census Place,4565410,Sharon,"Sharon, SC",257,R,Licensed Fixed Wireless,0.003891051,0,0,0,0,0.000000000
Total,Census Place,4565410,Sharon,"Sharon, SC",257,B,Licensed Fixed Wireless,0.264591440,0.260700389,0.260700389,0,0,0
Total,Census Place,4565410,Sharon,"Sharon, SC",257,R,Other,0,0,0,0.000000000,0,0
Total,Census Place,4565410,Sharon,"Sharon, SC",257,B,Other,0,0.000000000,0,0,0,0
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.885521886,0.030303030
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.885521886,0.030303030
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,R,All Wired,0.909090909,0.902356902,0.885521886,0.885521886,0.885521886,0.030303030
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,B,All Wired,0.909090909,0.902356902,0.885521886,0.885521886,0.885521886,0.030303030
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,R,Any Terrestrial,0.932659933,0.919191919,0.902356902,0.895622896,0.885521886,0.030303030
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,B,Any Terrestrial,0.942760943,0.929292929,0.915824916,0.895622896,0.885521886,0.030303030
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,R,All Wired and Licensed Fixed Wireless,0.932659933,0.919191919,0.902356902,0.895622896,0.885521886,0.030303030
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,B,All Wired and Licensed Fixed Wireless,0.942760943,0.929292929,0.915824916,0.895622896,0.885521886,0.030303030
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,R,Copper,0.336700337,0.171717172,0.067340067,0,0.000000000,0
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,B,Copper,0.336700337,0.171717172,0.067340067,0,0,0
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,R,Cable/Fiber,0.885521886,0.885521886,0.885521886,0.885521886,0.885521886,0.030303030
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,B,Cable/Fiber,0.885521886,0.885521886,0.885521886,0.885521886,0.885521886,0.030303030
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,R,Cable,0.885521886,0.885521886,0.885521886,0.885521886,0.885521886,0
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,B,Cable,0.885521886,0.885521886,0.885521886,0.885521886,0.885521886,0
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,R,Fiber,0.030303030,0.030303030,0.030303030,0.030303030,0.030303030,0.030303030
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,B,Fiber,0.030303030,0.030303030,0.030303030,0.030303030,0.030303030,0.030303030
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,R,All Fixed Wireless,0.569023569,0.491582492,0.491582492,0.393939394,0,0
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,B,All Fixed Wireless,0.683501684,0.622895623,0.622895623,0.424242424,0,0
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,R,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,B,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,R,Licensed Fixed Wireless,0.569023569,0.491582492,0.491582492,0.393939394,0.000000000,0
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,B,Licensed Fixed Wireless,0.683501684,0.622895623,0.622895623,0.424242424,0,0
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,R,Other,0,0.000000000,0,0,0,0
Total,Census Place,4565590,Sheldon,"Sheldon, SC",297,B,Other,0,0,0,0,0.000000000,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.997961264,0.636085627
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.997961264,0.636085627
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,R,All Wired,1.000000000,1.000000000,0.997961264,0.997961264,0.997961264,0.636085627
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,B,All Wired,1.000000000,1.000000000,0.997961264,0.997961264,0.997961264,0.636085627
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,R,Any Terrestrial,1.000000000,1.000000000,0.998980632,0.997961264,0.997961264,0.636085627
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,B,Any Terrestrial,1.000000000,1.000000000,0.998980632,0.997961264,0.997961264,0.636085627
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,0.998980632,0.997961264,0.997961264,0.636085627
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,0.998980632,0.997961264,0.997961264,0.636085627
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,R,Copper,0.111111111,0.072375127,0.028542304,0.000000000,0,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,B,Copper,0.111111111,0.072375127,0.028542304,0,0.000000000,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,R,Cable/Fiber,0.997961264,0.997961264,0.997961264,0.997961264,0.997961264,0.636085627
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,B,Cable/Fiber,0.997961264,0.997961264,0.997961264,0.997961264,0.997961264,0.636085627
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,R,Cable,0.997961264,0.997961264,0.997961264,0.997961264,0.997961264,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,B,Cable,0.997961264,0.997961264,0.997961264,0.997961264,0.997961264,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,R,Fiber,0.822629969,0.821610601,0.813455657,0.813455657,0.810397554,0.636085627
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,B,Fiber,0.822629969,0.821610601,0.813455657,0.813455657,0.810397554,0.636085627
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,R,All Fixed Wireless,0.934760449,0.350662589,0.350662589,0,0,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,B,All Fixed Wireless,0.746177370,0.126401631,0.126401631,0,0,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,R,Unlicensed Fixed Wireless,0,0,0.000000000,0,0,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,B,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,R,Licensed Fixed Wireless,0.934760449,0.350662589,0.350662589,0,0,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,B,Licensed Fixed Wireless,0.746177370,0.126401631,0.126401631,0,0,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,R,Other,0.000000000,0,0,0,0,0
Total,Census Place,4565680,Shell Point,"Shell Point, SC",981,B,Other,0,0,0,0,0,0.000000000
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.897637795,0.897637795
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.897637795,0.897637795
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,R,All Wired,1.000000000,0.968503937,0.913385827,0.897637795,0.897637795,0.897637795
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,B,All Wired,1.000000000,0.968503937,0.913385827,0.897637795,0.897637795,0.897637795
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,R,Any Terrestrial,1.000000000,0.976377953,0.937007874,0.905511811,0.897637795,0.897637795
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,B,Any Terrestrial,1.000000000,1.000000000,0.984251969,0.897637795,0.897637795,0.897637795
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,R,All Wired and Licensed Fixed Wireless,1.000000000,0.976377953,0.937007874,0.905511811,0.897637795,0.897637795
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,0.984251969,0.897637795,0.897637795,0.897637795
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,R,Copper,0.102362205,0.070866142,0.015748031,0,0,0
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,B,Copper,0.102362205,0.070866142,0.015748031,0,0,0
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,R,Cable/Fiber,0.897637795,0.897637795,0.897637795,0.897637795,0.897637795,0.897637795
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,B,Cable/Fiber,0.897637795,0.897637795,0.897637795,0.897637795,0.897637795,0.897637795
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,R,Cable,0,0.000000000,0,0,0,0
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,B,Cable,0,0,0,0,0,0.000000000
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,R,Fiber,0.897637795,0.897637795,0.897637795,0.897637795,0.897637795,0.897637795
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,B,Fiber,0.897637795,0.897637795,0.897637795,0.897637795,0.897637795,0.897637795
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0.000000000,0,0
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,R,All Fixed Wireless,0.496062992,0.488188976,0.488188976,0.283464567,0,0.000000000
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,B,All Fixed Wireless,0.771653543,0.763779528,0.700787402,0.086614173,0,0
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,R,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,B,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,R,Licensed Fixed Wireless,0.496062992,0.488188976,0.488188976,0.283464567,0,0.000000000
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,B,Licensed Fixed Wireless,0.771653543,0.763779528,0.700787402,0.086614173,0,0
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,R,Other,0,0,0,0,0,0.000000000
Total,Census Place,4565950,Shiloh,"Shiloh, SC",127,B,Other,0,0,0,0,0,0.000000000
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.990566038
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.990566038
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,R,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.990566038
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,B,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.990566038
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.990566038
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.990566038
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.990566038
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.990566038
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,R,Copper,0.622641509,0.584905660,0,0,0,0
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,B,Copper,0.622641509,0.584905660,0,0,0,0
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,R,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.990566038
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,B,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.990566038
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,R,Cable,0,0,0.000000000,0,0,0
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,B,Cable,0,0,0,0,0.000000000,0
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,R,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.990566038
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,B,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.990566038
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,R,All Fixed Wireless,0.830188679,0.669811321,0.669811321,0,0,0
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,B,All Fixed Wireless,0.905660377,0.669811321,0.669811321,0,0,0.000000000
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,R,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,B,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,R,Licensed Fixed Wireless,0.830188679,0.669811321,0.669811321,0,0,0
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,B,Licensed Fixed Wireless,0.905660377,0.669811321,0.669811321,0,0,0
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,R,Other,0,0,0,0,0,0.000000000
Total,Census Place,4566400,Silverstreet,"Silverstreet, SC",106,B,Other,0,0,0,0,0,0.000000000
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.943601777,0.540350289
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.183357077,0.034945110
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,R,All Wired,0.945696807,0.945696807,0.943936981,0.943601777,0.943601777,0.540350289
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,B,All Wired,0.184614095,0.184614095,0.184195089,0.183357077,0.183357077,0.034945110
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,R,Any Terrestrial,0.972597000,0.972513199,0.972177994,0.963378865,0.943601777,0.540350289
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,B,Any Terrestrial,0.974692031,0.774658510,0.774658510,0.509008632,0.183357077,0.034945110
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,R,All Wired and Licensed Fixed Wireless,0.967987933,0.967904131,0.966563312,0.956590966,0.943601777,0.540350289
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,B,All Wired and Licensed Fixed Wireless,0.971256180,0.725048186,0.725048186,0.395876980,0.183357077,0.034945110
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,R,Copper,0.140869857,0.140869857,0.012737786,0,0,0
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,B,Copper,0.032179670,0.032179670,0.009218135,0,0,0
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,R,Cable/Fiber,0.943601777,0.943601777,0.943601777,0.943601777,0.943601777,0.540350289
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,B,Cable/Fiber,0.183357077,0.183357077,0.183357077,0.183357077,0.183357077,0.034945110
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,R,Cable,0.934216040,0.934216040,0.934216040,0.934216040,0.934216040,0.139864242
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,B,Cable,0.165507416,0.165507416,0.165507416,0.165507416,0.165507416,0.016425040
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,R,Fiber,0.509595240,0.509595240,0.509595240,0.509595240,0.509595240,0.490656164
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,B,Fiber,0.039135171,0.039135171,0.039135171,0.039135171,0.039135171,0.019441884
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,R,All Fixed Wireless,0.937987095,0.722198944,0.722198944,0.481521830,0,0
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,B,All Fixed Wireless,0.964300679,0.722115143,0.722115143,0.391435515,0,0.000000000
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,R,Unlicensed Fixed Wireless,0.160479343,0.160479343,0.160479343,0.159725132,0,0
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,B,Unlicensed Fixed Wireless,0.160479343,0.160479343,0.160479343,0.159725132,0,0
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,R,Licensed Fixed Wireless,0.928014749,0.664292299,0.664292299,0.399145228,0.000000000,0
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,B,Licensed Fixed Wireless,0.959607810,0.657001592,0.657001592,0.252995894,0,0.000000000
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,R,Other,0,0,0,0,0,0.000000000
Total,Census Place,4566580,Simpsonville,"Simpsonville, SC",11933,B,Other,0.000000000,0,0,0,0,0
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.985835694,0.022662890
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.722379603,0.022662890
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,R,All Wired,0.997167139,0.994334278,0.994334278,0.985835694,0.985835694,0.022662890
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,B,All Wired,0.960339943,0.824362606,0.762039660,0.722379603,0.722379603,0.022662890
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,R,Any Terrestrial,0.997167139,0.994334278,0.994334278,0.991501416,0.985835694,0.022662890
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,B,Any Terrestrial,1.000000000,0.974504249,0.949008499,0.798866856,0.722379603,0.022662890
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,R,All Wired and Licensed Fixed Wireless,0.997167139,0.994334278,0.994334278,0.991501416,0.985835694,0.022662890
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,B,All Wired and Licensed Fixed Wireless,1.000000000,0.974504249,0.949008499,0.787535411,0.722379603,0.022662890
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,R,Copper,0.915014164,0.767705382,0.594900850,0.036827195,0.000000000,0
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,B,Copper,0.915014164,0.767705382,0.594900850,0.036827195,0,0.000000000
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,R,Cable/Fiber,0.985835694,0.985835694,0.985835694,0.985835694,0.985835694,0.022662890
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,B,Cable/Fiber,0.722379603,0.722379603,0.722379603,0.722379603,0.722379603,0.022662890
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,R,Cable,0.971671388,0.971671388,0.971671388,0.971671388,0.971671388,0.000000000
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,B,Cable,0.708215297,0.708215297,0.708215297,0.708215297,0.708215297,0.000000000
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,R,Fiber,0.022662890,0.022662890,0.022662890,0.022662890,0.022662890,0.022662890
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,B,Fiber,0.022662890,0.022662890,0.022662890,0.022662890,0.022662890,0.022662890
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,R,All Fixed Wireless,0.909348442,0.569405099,0.569405099,0.342776204,0,0
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,B,All Fixed Wireless,1.000000000,0.614730878,0.603399433,0.178470255,0,0
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,R,Unlicensed Fixed Wireless,0.070821530,0.070821530,0.070821530,0.070821530,0,0.000000000
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,B,Unlicensed Fixed Wireless,0.070821530,0.070821530,0.070821530,0.070821530,0,0.000000000
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,R,Licensed Fixed Wireless,0.906515581,0.524079320,0.524079320,0.294617564,0,0
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,B,Licensed Fixed Wireless,1.000000000,0.586402266,0.572237960,0.113314448,0.000000000,0
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,R,Other,0,0,0,0,0,0.000000000
Total,Census Place,4566760,Six Mile,"Six Mile, SC",353,B,Other,0.000000000,0,0,0,0,0
Total,Census Place,4566917,Slater-Marietta,"Slater-Marietta, SC",1049,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.877025739,0.295519542
Total,Census Place,4566917,Slater-Marietta,"Slater-Marietta, SC",1049,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.244995234,0.173498570
